Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment Type
12/7/2016,85001,Fun Fly,1,4.95,0,3.86,7
10/16/2016,85327,Fun Fly,1,4.95,0,4.15,7
10/16/2016,85001,Bellen,1,24.95,0,13.8,6
10/24/2016,85327,Fun Fly,1,4.95,0,3.98,7
10/22/2016,85001,Bellen,1,24.95,0,13.08,7
10/12/2016,85224,Fun Fly,1,4.95,0,3.8,6
11/6/2016,85224,Fun Fly,2,9.9,0,6.22,7
10/15/2016,85327,Aspen,3,83.85,0,36.99,7
12/7/2016,85001,Crested Beaut,6,227.7,0.1,131.7,5
10/6/2016,85327,Fun Fly,4,19.8,0.1,10.56,6
11/7/2016,85224,Aspen,6,167.7,0.1,70.14,7
10/26/2016,85327,Yanaki,6,172.5,0.1,92.46,6
11/7/2016,85224,Carlota,1,27.95,0,12.58,7
10/15/2016,85327,Aspen,2,55.9,0,23.96,6
11/24/2016,85001,Quad,1,43.96,0,23,5
12/5/2016,85001,Quad,1,43.96,0,22.52,6
10/19/2016,85001,Yanaki,1,28.75,0,15.06,4
11/9/2016,85224,Majestic Beaut,6,197.7,0.1,120.72,7
10/1/2016,85224,Majestic Beaut,1,32.95,0,19.74,7
12/14/2016,85001,Bellen,1,24.95,0,13.39,4
12/17/2016,85327,Quad,3,131.88,0,64.89,7
10/30/2016,85327,Majestic Beaut,1,32.95,0,19.61,3
11/5/2016,85327,Quad,1,43.96,0,22.44,4
11/27/2016,85327,Fun Fly,1,4.95,0,2.98,8
10/16/2016,85327,Bellen,1,24.95,0,14.44,5
12/8/2016,85224,Fun Fly,1,4.95,0,3.05,7
10/2/2016,85224,Majestic Beaut,4,131.8,0.1,79.96,7
12/15/2016,85001,Aspen,1,27.95,0,11.2,8
11/3/2016,85327,Yanaki,1,28.75,0,14.97,6
10/2/2016,85001,Quad,1,43.96,0,21.45,5
12/15/2016,85224,Majestic Beaut,1,32.95,0,19.82,4
12/4/2016,85001,Yanaki,6,172.5,0.1,89.4,4
10/24/2016,85224,Quad,1,43.96,0,22.07,8
11/11/2016,85224,Quad,1,43.96,0,21.36,6
10/13/2016,85001,Fun Fly,1,4.95,0,3.88,7
12/13/2016,85224,Quad,1,43.96,0,21.35,7
10/12/2016,85001,Fun Fly,6,29.7,0.1,18.18,1
11/9/2016,85001,Yanaki,1,28.75,0,15.13,5
10/1/2016,85001,Fun Fly,2,9.9,0,7.34,5
10/21/2016,85001,Carlota,1,27.95,0,12.49,7
10/30/2016,85327,Fun Fly,3,14.85,0,10.47,6
12/8/2016,85001,Crested Beaut,1,37.95,0,22.48,6
11/7/2016,85001,Fun Fly,1,4.95,0,3.13,6
10/5/2016,85001,Fun Fly,1,4.95,0,3.33,8
10/18/2016,85001,Quad,1,43.96,0,22.5,7
12/23/2016,85327,Majestic Beaut,6,197.7,0.1,115.92,7
10/30/2016,85001,Fun Fly,1,4.95,0,2.89,3
12/24/2016,85327,Majestic Beaut,1,32.95,0,19.27,7
11/23/2016,85224,Carlota,1,27.95,0,13.24,5
12/22/2016,85001,Crested Beaut,1,37.95,0,23.07,7
12/12/2016,85224,Fun Fly,2,9.9,0,6.26,3
11/18/2016,85001,Quad,1,43.96,0,21.52,5
12/11/2016,85224,Fun Fly,2,9.9,0,5.82,3
10/17/2016,85224,Fun Fly,1,4.95,0,2.76,4
11/4/2016,85224,Carlota,6,167.7,0.1,71.94,3
12/4/2016,85001,Fun Fly,1,4.95,0,3.52,1
12/15/2016,85001,Carlota,1,27.95,0,12.45,4
11/30/2016,85327,Fun Fly,1,4.95,0,2.63,5
11/29/2016,85001,Fun Fly,1,4.95,0,2.47,4
11/12/2016,85224,Fun Fly,1,4.95,0,3.78,6
11/20/2016,85001,Carlota,1,27.95,0,12.31,8
11/19/2016,85327,Yanaki,6,172.5,0.1,93.42,4
11/1/2016,85001,Yanaki,1,28.75,0,15.03,3
10/31/2016,85327,Yanaki,1,28.75,0,14.93,3
10/13/2016,85224,Fun Fly,1,4.95,0,4.04,7
11/16/2016,85001,Fun Fly,1,4.95,0,4.14,1
10/2/2016,85001,Fun Fly,1,4.95,0,4.01,1
11/18/2016,85001,Crested Beaut,2,75.9,0,46.06,7
10/4/2016,85327,Fun Fly,1,4.95,0,3.74,7
11/29/2016,85001,Crested Beaut,1,37.95,0,22.19,3
10/21/2016,85327,Quad,1,43.96,0,22.55,4
11/22/2016,85327,Fun Fly,1,4.95,0,3.37,8
11/20/2016,85224,Crested Beaut,1,37.95,0,22.6,6
11/29/2016,85001,Majestic Beaut,1,32.95,0,20.11,2
11/13/2016,85001,Majestic Beaut,1,32.95,0,19.12,4
10/20/2016,85224,Quad,1,43.96,0,21.76,4
12/19/2016,85001,Quad,1,43.96,0,22.69,8
12/13/2016,85001,Fun Fly,1,4.95,0,3.34,3
10/21/2016,85001,Aspen,2,55.9,0,23.84,7
12/18/2016,85001,Fun Fly,1,4.95,0,3.78,3
11/7/2016,85001,Bellen,1,24.95,0,14.11,4
12/15/2016,85001,Majestic Beaut,1,32.95,0,20.29,7
10/24/2016,85001,Yanaki,1,28.75,0,15.49,6
12/9/2016,85224,Carlota,2,55.9,0,26.16,3
11/2/2016,85001,Majestic Beaut,1,32.95,0,19.9,4
11/14/2016,85327,Quad,1,43.96,0,22.19,7
11/25/2016,85327,Bellen,1,24.95,0,13.15,1
11/19/2016,85001,Fun Fly,6,29.7,0.1,15.48,2
10/23/2016,85001,Carlota,1,27.95,0,12.25,4
11/25/2016,85327,Fun Fly,1,4.95,0,2.68,4
10/5/2016,85001,Fun Fly,1,4.95,0,2.89,7
10/18/2016,85001,Fun Fly,1,4.95,0,4.04,4
10/21/2016,85327,Carlota,1,27.95,0,12.38,4
11/12/2016,85001,Bellen,1,24.95,0,14.04,4
12/24/2016,85224,Majestic Beaut,1,32.95,0,19.44,4
10/27/2016,85001,Bellen,1,24.95,0,14.36,5
11/4/2016,85224,Yanaki,1,28.75,0,16.14,7
10/13/2016,85001,Fun Fly,1,4.95,0,3.02,5
11/3/2016,85224,Bellen,1,24.95,0,13.81,3
10/3/2016,85001,Fun Fly,1,4.95,0,2.38,8
10/24/2016,85001,Majestic Beaut,1,32.95,0,19.74,5
10/26/2016,85327,Yanaki,1,28.75,0,14.69,4
12/18/2016,85001,Carlota,1,27.95,0,12.89,5
12/22/2016,85001,Quad,6,263.76,0.1,132.3,5
11/24/2016,85001,Quad,1,43.96,0,22.19,7
12/16/2016,85327,Bellen,1,24.95,0,13.66,6
12/9/2016,85001,Aspen,1,27.95,0,11.45,4
11/16/2016,85001,Quad,1,43.96,0,21.8,7
10/17/2016,85327,Carlota,2,55.9,0,26.84,5
11/10/2016,85327,Carlota,1,27.95,0,12.12,5
12/22/2016,85001,Bellen,1,24.95,0,13.02,7
11/3/2016,85224,Quad,1,43.96,0,21.57,7
10/31/2016,85327,Majestic Beaut,4,131.8,0.1,76.84,7
12/1/2016,85001,Majestic Beaut,1,32.95,0,19.99,5
10/20/2016,85001,Fun Fly,1,4.95,0,3.8,3
10/6/2016,85327,Fun Fly,1,4.95,0,3.53,7
12/20/2016,85001,Bellen,6,149.7,0.1,86.64,7
10/30/2016,85001,Fun Fly,1,4.95,0,3.44,5
11/29/2016,85327,Bellen,1,24.95,0,12.76,4
10/19/2016,85001,Bellen,1,24.95,0,13.73,8
11/29/2016,85224,Fun Fly,4,19.8,0.1,13.44,7
12/22/2016,85001,Fun Fly,1,4.95,0,3.17,4
11/28/2016,85001,Fun Fly,1,4.95,0,2.51,3
11/2/2016,85224,Majestic Beaut,1,32.95,0,19.52,7
11/16/2016,85224,Bellen,1,24.95,0,12.85,3
10/29/2016,85001,Majestic Beaut,1,32.95,0,19.07,7
12/13/2016,85001,Fun Fly,1,4.95,0,3.05,1
11/2/2016,85001,Majestic Beaut,1,32.95,0,19.09,7
11/4/2016,85001,Yanaki,1,28.75,0,15.93,7
10/9/2016,85224,Fun Fly,1,4.95,0,3.76,7
12/13/2016,85224,Fun Fly,6,29.7,0.1,17.22,7
11/29/2016,85001,Yanaki,2,57.5,0,30.92,5
11/19/2016,85327,Majestic Beaut,2,65.9,0,41.04,4
12/10/2016,85001,Fun Fly,1,4.95,0,2.7,3
10/10/2016,85224,Fun Fly,1,4.95,0,3.59,4
11/16/2016,85001,Yanaki,1,28.75,0,14.67,7
10/4/2016,85327,Quad,1,43.96,0,21.96,1
10/4/2016,85327,Carlota,1,27.95,0,11.79,5
10/6/2016,85224,Fun Fly,1,4.95,0,3.06,4
10/15/2016,85001,Quad,2,87.92,0,45.28,6
12/18/2016,85327,Fun Fly,1,4.95,0,3.86,3
11/9/2016,85001,Fun Fly,1,4.95,0,2.42,7
12/17/2016,85224,Quad,1,43.96,0,22.6,7
12/8/2016,85327,Fun Fly,1,4.95,0,3.32,7
10/22/2016,85001,Fun Fly,1,4.95,0,2.66,5
10/15/2016,85224,Carlota,1,27.95,0,13.4,1
12/19/2016,85001,Fun Fly,1,4.95,0,4,6
12/12/2016,85327,Yanaki,1,28.75,0,16.02,6
12/6/2016,85001,Majestic Beaut,1,32.95,0,19.33,3
12/7/2016,85327,Quad,1,43.96,0,21.7,8
11/5/2016,85001,Fun Fly,1,4.95,0,2.77,3
12/16/2016,85001,Yanaki,1,28.75,0,15.64,7
11/10/2016,85001,Majestic Beaut,1,32.95,0,19.93,7
11/19/2016,85001,Fun Fly,1,4.95,0,2.87,4
11/28/2016,85224,Aspen,1,27.95,0,11.76,6
10/31/2016,85001,Fun Fly,6,29.7,0.1,14.46,1
11/15/2016,85001,Fun Fly,1,4.95,0,3.64,7
10/27/2016,85327,Majestic Beaut,1,32.95,0,20.35,5
11/11/2016,85001,Fun Fly,1,4.95,0,3.1,4
11/10/2016,85224,Crested Beaut,2,75.9,0,44.76,7
10/15/2016,85001,Fun Fly,3,14.85,0,9.06,3
10/19/2016,85001,Majestic Beaut,6,197.7,0.1,119.94,7
10/30/2016,85001,Fun Fly,1,4.95,0,3.82,8
10/11/2016,85001,Fun Fly,1,4.95,0,3.93,8
12/9/2016,85327,Yanaki,1,28.75,0,15.19,7
12/12/2016,85224,Fun Fly,1,4.95,0,3.66,5
12/7/2016,85001,Fun Fly,1,4.95,0,3.69,4
11/21/2016,85224,Fun Fly,1,4.95,0,3.91,5
11/17/2016,85224,Fun Fly,6,29.7,0.1,23.46,4
11/25/2016,85224,Carlota,1,27.95,0,12.62,7
10/2/2016,85224,Bellen,2,49.9,0,27.98,7
11/15/2016,85327,Majestic Beaut,6,197.7,0.1,120.66,4
12/11/2016,85001,Bellen,1,24.95,0,14.28,1
11/13/2016,85327,Carlota,1,27.95,0,13.42,8
10/2/2016,85001,Majestic Beaut,6,197.7,0.1,120.9,2
12/17/2016,85001,Fun Fly,1,4.95,0,2.8,6
11/21/2016,85327,Carlota,6,167.7,0.1,76.86,2
10/15/2016,85001,Fun Fly,1,4.95,0,3.97,3
12/22/2016,85224,Carlota,1,27.95,0,13.31,7
10/31/2016,85001,Bellen,1,24.95,0,14.42,7
10/29/2016,85001,Carlota,1,27.95,0,11.73,7
10/12/2016,85001,Crested Beaut,3,113.85,0,66.78,5
11/7/2016,85327,Fun Fly,1,4.95,0,2.9,6
11/2/2016,85001,Fun Fly,1,4.95,0,3.85,7
12/5/2016,85327,Fun Fly,1,4.95,0,2.72,4
12/21/2016,85001,Yanaki,1,28.75,0,15.48,7
11/26/2016,85327,Quad,2,87.92,0,44.02,6
11/19/2016,85001,Fun Fly,1,4.95,0,4.05,3
10/4/2016,85001,Fun Fly,2,9.9,0,8.06,5
11/17/2016,85001,Fun Fly,1,4.95,0,2.86,6
12/10/2016,85224,Fun Fly,1,4.95,0,3.78,3
11/14/2016,85001,Fun Fly,1,4.95,0,2.84,8
10/1/2016,85001,Quad,1,43.96,0,22.7,3
11/23/2016,85001,Fun Fly,1,4.95,0,2.66,8
10/31/2016,85001,Yanaki,1,28.75,0,14.91,4
12/6/2016,85224,Majestic Beaut,1,32.95,0,20.54,5
10/23/2016,85001,Fun Fly,1,4.95,0,2.42,2
12/2/2016,85001,Carlota,6,167.7,0.1,75.12,7
10/29/2016,85001,Fun Fly,1,4.95,0,3.52,6
12/8/2016,85224,Quad,1,43.96,0,22.06,5
12/24/2016,85001,Yanaki,1,28.75,0,15.48,7
12/10/2016,85327,Quad,1,43.96,0,21.35,8
10/3/2016,85001,Fun Fly,1,4.95,0,3.67,3
11/22/2016,85001,Fun Fly,1,4.95,0,2.83,3
11/9/2016,85224,Yanaki,6,172.5,0.1,93.66,4
11/27/2016,85224,Fun Fly,1,4.95,0,3.4,3
12/8/2016,85224,Crested Beaut,6,227.7,0.1,140.4,4
12/18/2016,85224,Quad,2,87.92,0,42.78,5
12/18/2016,85001,Majestic Beaut,1,32.95,0,19,8
10/25/2016,85224,Fun Fly,6,29.7,0.1,20.94,7
10/11/2016,85327,Quad,1,43.96,0,22.38,3
11/11/2016,85224,Quad,1,43.96,0,22.2,5
10/20/2016,85001,Aspen,6,167.7,0.1,70.8,2
11/20/2016,85001,Yanaki,1,28.75,0,15.24,3
12/7/2016,85224,Quad,1,43.96,0,22.87,4
10/8/2016,85224,Yanaki,6,172.5,0.1,96.84,1
10/9/2016,85224,Majestic Beaut,6,197.7,0.1,121.98,4
11/18/2016,85001,Bellen,1,24.95,0,12.67,6
10/28/2016,85327,Fun Fly,1,4.95,0,2.47,3
10/21/2016,85224,Fun Fly,1,4.95,0,3.93,3
11/14/2016,85001,Bellen,1,24.95,0,13.77,3
10/27/2016,85001,Bellen,1,24.95,0,13.92,5
12/24/2016,85327,Quad,1,43.96,0,21.35,5
11/9/2016,85327,Quad,1,43.96,0,22.99,7
11/24/2016,85327,Fun Fly,1,4.95,0,3.86,7
11/21/2016,85001,Fun Fly,1,4.95,0,2.91,3
12/12/2016,85001,Fun Fly,1,4.95,0,2.42,3
10/30/2016,85327,Quad,1,43.96,0,21.24,3
11/11/2016,85001,Crested Beaut,1,37.95,0,21.91,3
12/2/2016,85001,Fun Fly,1,4.95,0,2.5,6
12/11/2016,85001,Majestic Beaut,1,32.95,0,19.04,3
10/4/2016,85224,Aspen,4,111.8,0.1,48.36,2
11/13/2016,85224,Aspen,1,27.95,0,11.5,4
11/15/2016,85327,Quad,1,43.96,0,21.96,8
11/19/2016,85001,Fun Fly,1,4.95,0,3.88,3
10/1/2016,85327,Carlota,6,167.7,0.1,74.46,6
11/13/2016,85001,Fun Fly,1,4.95,0,2.8,5
12/17/2016,85001,Fun Fly,1,4.95,0,2.43,3
12/17/2016,85327,Aspen,2,55.9,0,22.62,7
10/23/2016,85327,Quad,1,43.96,0,22.5,1
10/17/2016,85001,Bellen,1,24.95,0,13.29,7
11/15/2016,85001,Carlota,1,27.95,0,11.91,4
10/8/2016,85001,Fun Fly,2,9.9,0,5.46,4
12/3/2016,85001,Bellen,1,24.95,0,13.12,7
11/25/2016,85224,Quad,1,43.96,0,22.78,8
12/15/2016,85001,Fun Fly,1,4.95,0,3.48,4
12/8/2016,85327,Fun Fly,1,4.95,0,3.76,7
11/8/2016,85327,Carlota,1,27.95,0,11.91,5
10/15/2016,85001,Yanaki,1,28.75,0,15.3,7
10/22/2016,85001,Carlota,1,27.95,0,12.79,7
10/29/2016,85327,Bellen,3,74.85,0,38.19,7
11/24/2016,85224,Fun Fly,1,4.95,0,3.83,3
10/19/2016,85327,Majestic Beaut,6,197.7,0.1,115.44,2
10/8/2016,85327,Yanaki,2,57.5,0,29.9,7
11/4/2016,85001,Fun Fly,6,29.7,0.1,14.22,3
12/7/2016,85224,Carlota,1,27.95,0,12.3,7
10/16/2016,85001,Fun Fly,1,4.95,0,4.12,4
10/6/2016,85001,Quad,1,43.96,0,21.92,8
11/12/2016,85001,Aspen,1,27.95,0,11.48,3
10/29/2016,85001,Carlota,1,27.95,0,11.98,7
12/1/2016,85327,Fun Fly,1,4.95,0,2.68,1
10/27/2016,85001,Fun Fly,1,4.95,0,2.38,7
11/2/2016,85001,Carlota,1,27.95,0,13.33,4
10/13/2016,85224,Quad,1,43.96,0,22.36,3
12/1/2016,85327,Majestic Beaut,1,32.95,0,19.05,1
11/10/2016,85224,Quad,3,131.88,0,65.7,4
12/16/2016,85001,Quad,1,43.96,0,21.43,6
10/25/2016,85327,Fun Fly,1,4.95,0,4.03,3
10/29/2016,85224,Carlota,1,27.95,0,12.13,3
12/2/2016,85327,Fun Fly,1,4.95,0,4.01,7
12/7/2016,85224,Quad,1,43.96,0,22.53,7
11/9/2016,85327,Crested Beaut,1,37.95,0,22.31,3
11/18/2016,85327,Bellen,2,49.9,0,28.62,7
10/7/2016,85327,Yanaki,6,172.5,0.1,94.32,7
10/18/2016,85327,Bellen,6,149.7,0.1,79.62,7
11/17/2016,85001,Aspen,1,27.95,0,12.9,2
11/27/2016,85001,Quad,1,43.96,0,21.67,7
12/23/2016,85224,Fun Fly,2,9.9,0,4.84,5
11/19/2016,85001,Bellen,1,24.95,0,13.55,4
10/19/2016,85001,Yanaki,1,28.75,0,15.82,6
12/5/2016,85327,Fun Fly,1,4.95,0,2.52,3
12/23/2016,85224,Aspen,1,27.95,0,11.77,4
10/11/2016,85001,Carlota,1,27.95,0,12.29,6
12/10/2016,85327,Carlota,3,83.85,0,36.24,3
12/10/2016,85327,Crested Beaut,1,37.95,0,22.38,5
10/12/2016,85001,Majestic Beaut,1,32.95,0,19.24,3
12/24/2016,85327,Yanaki,1,28.75,0,15.31,4
10/29/2016,85001,Bellen,1,24.95,0,13.06,2
12/7/2016,85001,Bellen,1,24.95,0,13.16,7
10/2/2016,85001,Quad,1,43.96,0,22.44,5
10/10/2016,85224,Aspen,1,27.95,0,12.18,7
10/25/2016,85224,Quad,1,43.96,0,22.05,7
10/2/2016,85327,Fun Fly,1,4.95,0,3.14,1
12/5/2016,85001,Fun Fly,1,4.95,0,3.21,3
11/20/2016,85224,Yanaki,1,28.75,0,14.76,6
10/10/2016,85327,Fun Fly,1,4.95,0,2.43,4
12/6/2016,85224,Aspen,1,27.95,0,11.22,5
11/21/2016,85001,Quad,6,263.76,0.1,136.14,1
10/7/2016,85327,Fun Fly,1,4.95,0,2.69,1
10/26/2016,85001,Fun Fly,2,9.9,0,5.16,5
10/6/2016,85001,Fun Fly,1,4.95,0,4.04,5
11/23/2016,85327,Fun Fly,1,4.95,0,2.68,4
12/4/2016,85001,Yanaki,1,28.75,0,16.14,1
10/24/2016,85001,Carlota,1,27.95,0,12.91,4
11/17/2016,85001,Carlota,1,27.95,0,11.76,7
11/18/2016,85327,Bellen,1,24.95,0,13.2,5
12/11/2016,85327,Majestic Beaut,1,32.95,0,19.35,1
12/23/2016,85327,Quad,1,43.96,0,22.18,3
12/16/2016,85224,Carlota,1,27.95,0,12.61,1
10/11/2016,85001,Bellen,1,24.95,0,14.32,4
12/17/2016,85001,Crested Beaut,6,227.7,0.1,139.5,8
12/7/2016,85001,Yanaki,2,57.5,0,31.12,7
11/17/2016,85327,Aspen,1,27.95,0,12.09,7
10/6/2016,85001,Yanaki,1,28.75,0,15.96,3
10/10/2016,85224,Majestic Beaut,6,197.7,0.1,118.92,3
11/29/2016,85224,Aspen,6,167.7,0.1,67.38,3
10/5/2016,85001,Majestic Beaut,1,32.95,0,20.13,3
12/24/2016,85001,Crested Beaut,1,37.95,0,22.42,3
11/4/2016,85224,Crested Beaut,1,37.95,0,23.16,7
11/13/2016,85224,Fun Fly,1,4.95,0,3.31,7
11/3/2016,85001,Fun Fly,1,4.95,0,2.48,7
10/3/2016,85224,Fun Fly,1,4.95,0,2.76,6
11/29/2016,85224,Aspen,1,27.95,0,12.34,4
10/30/2016,85001,Aspen,1,27.95,0,12.44,5
10/12/2016,85224,Quad,1,43.96,0,22.35,7
11/12/2016,85001,Carlota,1,27.95,0,12.81,4
11/3/2016,85327,Carlota,1,27.95,0,11.77,5
10/19/2016,85327,Quad,6,263.76,0.1,136.26,6
11/12/2016,85327,Fun Fly,3,14.85,0,7.86,5
10/15/2016,85224,Quad,2,87.92,0,42.92,3
10/8/2016,85001,Carlota,1,27.95,0,13.31,1
12/14/2016,85001,Bellen,1,24.95,0,13.07,6
10/26/2016,85001,Crested Beaut,1,37.95,0,23.35,3
12/13/2016,85001,Majestic Beaut,1,32.95,0,18.98,5
10/26/2016,85001,Majestic Beaut,1,32.95,0,19.63,1
10/18/2016,85001,Fun Fly,2,9.9,0,4.76,1
11/17/2016,85327,Fun Fly,1,4.95,0,3.81,7
11/30/2016,85001,Fun Fly,1,4.95,0,3.08,5
11/20/2016,85001,Fun Fly,2,9.9,0,7.72,3
11/22/2016,85001,Yanaki,6,172.5,0.1,95.4,1
11/21/2016,85001,Fun Fly,1,4.95,0,2.71,3
11/3/2016,85327,Quad,1,43.96,0,21.88,1
11/9/2016,85327,Aspen,1,27.95,0,12.01,3
11/10/2016,85327,Fun Fly,1,4.95,0,3.27,4
12/1/2016,85001,Fun Fly,1,4.95,0,3.81,4
11/27/2016,85327,Fun Fly,1,4.95,0,2.66,5
10/1/2016,85224,Quad,1,43.96,0,22.6,4
12/1/2016,85001,Fun Fly,1,4.95,0,4.04,5
11/3/2016,85327,Fun Fly,1,4.95,0,3.98,7
12/20/2016,85001,Carlota,1,27.95,0,12.28,8
12/7/2016,85327,Fun Fly,3,14.85,0,11.52,1
10/30/2016,85001,Majestic Beaut,4,131.8,0.1,79.64,7
12/6/2016,85327,Fun Fly,1,4.95,0,2.39,4
11/4/2016,85224,Bellen,1,24.95,0,13.41,7
12/15/2016,85001,Fun Fly,1,4.95,0,3.53,4
10/10/2016,85327,Carlota,1,27.95,0,12.95,7
10/16/2016,85001,Quad,2,87.92,0,43.38,4
10/9/2016,85224,Majestic Beaut,1,32.95,0,19.51,7
12/11/2016,85001,Quad,1,43.96,0,21.64,3
10/26/2016,85001,Fun Fly,1,4.95,0,3.09,5
10/30/2016,85001,Fun Fly,1,4.95,0,2.72,4
11/7/2016,85001,Yanaki,1,28.75,0,14.95,4
11/15/2016,85327,Aspen,2,55.9,0,25.34,3
12/19/2016,85001,Fun Fly,1,4.95,0,3.88,3
10/7/2016,85327,Fun Fly,1,4.95,0,2.76,7
10/27/2016,85327,Crested Beaut,1,37.95,0,21.95,4
11/22/2016,85224,Quad,3,131.88,0,64.02,7
10/14/2016,85001,Carlota,1,27.95,0,13.33,4
10/18/2016,85001,Majestic Beaut,1,32.95,0,20.22,5
12/16/2016,85327,Fun Fly,1,4.95,0,3.66,7
12/3/2016,85327,Quad,2,87.92,0,42.86,8
10/21/2016,85224,Carlota,1,27.95,0,12.04,5
12/17/2016,85001,Fun Fly,1,4.95,0,2.81,3
12/18/2016,85001,Crested Beaut,1,37.95,0,23.04,3
12/20/2016,85224,Bellen,1,24.95,0,14.18,3
10/27/2016,85327,Yanaki,1,28.75,0,15.04,4
11/14/2016,85327,Quad,1,43.96,0,22.12,8
11/1/2016,85001,Yanaki,1,28.75,0,15.5,4
10/9/2016,85001,Fun Fly,1,4.95,0,2.93,3
11/10/2016,85327,Fun Fly,1,4.95,0,4.13,5
10/1/2016,85327,Aspen,1,27.95,0,11.61,5
11/21/2016,85327,Majestic Beaut,2,65.9,0,38.46,5
11/7/2016,85224,Fun Fly,6,29.7,0.1,19.74,8
11/8/2016,85327,Quad,1,43.96,0,21.45,3
11/18/2016,85224,Fun Fly,6,29.7,0.1,15.84,3
10/23/2016,85327,Fun Fly,1,4.95,0,3.89,5
10/31/2016,85224,Fun Fly,6,29.7,0.1,14.28,5
11/19/2016,85001,Fun Fly,1,4.95,0,3.75,7
12/9/2016,85224,Fun Fly,6,29.7,0.1,16.68,3
10/10/2016,85327,Aspen,1,27.95,0,11.86,5
11/13/2016,85224,Quad,1,43.96,0,21.28,8
10/26/2016,85001,Crested Beaut,1,37.95,0,22.28,6
10/10/2016,85001,Fun Fly,1,4.95,0,3.33,3
12/20/2016,85001,Fun Fly,1,4.95,0,4.1,5
10/31/2016,85327,Bellen,1,24.95,0,14.1,5
10/23/2016,85001,Majestic Beaut,6,197.7,0.1,122.28,4
12/11/2016,85224,Aspen,1,27.95,0,12.75,4
10/19/2016,85001,Fun Fly,6,29.7,0.1,22.2,7
11/21/2016,85001,Fun Fly,2,9.9,0,7.32,3
12/7/2016,85327,Carlota,2,55.9,0,25.9,4
12/6/2016,85327,Quad,1,43.96,0,22.2,5
11/30/2016,85327,Fun Fly,1,4.95,0,3.07,1
12/8/2016,85001,Quad,1,43.96,0,21.97,7
11/27/2016,85001,Quad,1,43.96,0,21.56,4
12/24/2016,85327,Fun Fly,1,4.95,0,2.54,5
10/2/2016,85001,Quad,1,43.96,0,21.35,4
12/15/2016,85001,Fun Fly,6,29.7,0.1,16.98,1
11/27/2016,85001,Fun Fly,3,14.85,0,11.91,5
10/25/2016,85224,Fun Fly,1,4.95,0,3.85,7
12/20/2016,85001,Quad,1,43.96,0,22.95,7
10/4/2016,85001,Fun Fly,1,4.95,0,3.34,5
10/14/2016,85001,Bellen,1,24.95,0,14.41,7
11/5/2016,85224,Fun Fly,1,4.95,0,4.09,4
11/19/2016,85224,Carlota,1,27.95,0,12.43,7
12/15/2016,85001,Fun Fly,1,4.95,0,2.85,8
10/17/2016,85001,Bellen,6,149.7,0.1,77.4,5
11/2/2016,85327,Bellen,1,24.95,0,13.52,6
10/23/2016,85001,Quad,1,43.96,0,22.16,8
10/3/2016,85224,Yanaki,1,28.75,0,14.57,7
11/24/2016,85001,Fun Fly,1,4.95,0,3.57,5
10/20/2016,85224,Fun Fly,6,29.7,0.1,18.78,5
12/2/2016,85224,Quad,1,43.96,0,21.49,7
10/6/2016,85001,Fun Fly,1,4.95,0,3.58,7
10/10/2016,85001,Carlota,1,27.95,0,12.76,7
12/15/2016,85001,Aspen,1,27.95,0,12.09,1
11/19/2016,85001,Fun Fly,1,4.95,0,2.67,2
12/12/2016,85327,Fun Fly,1,4.95,0,3.78,5
10/25/2016,85224,Fun Fly,4,19.8,0.1,10.24,7
12/23/2016,85327,Carlota,3,83.85,0,37.65,3
10/11/2016,85327,Aspen,1,27.95,0,11.99,3
10/9/2016,85001,Fun Fly,1,4.95,0,3.51,4
11/25/2016,85001,Bellen,4,99.8,0.1,51.76,3
11/27/2016,85001,Quad,1,43.96,0,21.27,1
10/4/2016,85001,Fun Fly,1,4.95,0,3.65,6
12/6/2016,85001,Carlota,1,27.95,0,12.59,4
10/28/2016,85001,Quad,6,263.76,0.1,130.68,5
10/29/2016,85327,Bellen,1,24.95,0,13.66,2
11/12/2016,85001,Majestic Beaut,1,32.95,0,20.11,8
12/23/2016,85224,Fun Fly,1,4.95,0,2.84,7
10/31/2016,85224,Quad,1,43.96,0,21.98,7
11/3/2016,85224,Fun Fly,1,4.95,0,3.81,6
11/8/2016,85327,Bellen,1,24.95,0,13.69,4
11/17/2016,85001,Quad,1,43.96,0,22.79,5
10/31/2016,85327,Carlota,1,27.95,0,11.87,3
12/1/2016,85001,Bellen,1,24.95,0,13.98,5
11/6/2016,85001,Quad,1,43.96,0,22.08,3
10/11/2016,85327,Yanaki,2,57.5,0,31.18,4
12/10/2016,85001,Quad,1,43.96,0,22.45,7
11/6/2016,85224,Fun Fly,1,4.95,0,3.52,7
11/22/2016,85001,Carlota,1,27.95,0,12.13,7
12/13/2016,85327,Fun Fly,4,19.8,0.1,14.44,7
10/11/2016,85001,Fun Fly,1,4.95,0,4.06,4
10/25/2016,85001,Bellen,1,24.95,0,13.37,4
10/31/2016,85224,Fun Fly,1,4.95,0,2.92,6
10/24/2016,85001,Fun Fly,1,4.95,0,2.43,5
11/1/2016,85327,Fun Fly,1,4.95,0,3.7,6
11/22/2016,85001,Fun Fly,1,4.95,0,3.54,4
11/5/2016,85327,Bellen,3,74.85,0,39.63,4
11/22/2016,85001,Fun Fly,6,29.7,0.1,18.3,7
