Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment ID,,,,,,,,
12/24/2016,97229,Majestic Beaut,1,32.95,0,21.08,8,,,,,,,,
11/10/2016,97283,Fun Fly,6,29.7,0.1,28.8,3,,,,,,,,
10/27/2016,97283,Quad,1,43.96,0,22.52,3,,,,,,,,
10/25/2016,97440,Carlota,1,27.95,0,11.89,4,,,,,,,,
11/5/2016,97229,Yanaki,12,345,0.1875,198.48,7,,,,,,,,
11/2/2016,97440,Fun Fly,1,4.95,0,3.66,3,,,,,,,,
10/5/2016,97401,Quad,1,43.96,0,23.03,7,,,,,,,,
12/8/2016,97204,Bellen,1,24.95,0,14.84,3,,,,,,,,
10/6/2016,97440,Yanaki,2,57.5,0,31.64,1,,,,,,,,
10/14/2016,97204,Quad,1,43.96,0,23.14,3,,,,,,,,
11/21/2016,97440,Yanaki,1,28.75,0,15.86,1,,,,,,,,
10/24/2016,97283,Carlota,6,167.7,0.1,77.88,4,,,,,,,,
12/24/2016,97401,Carlota,2,55.9,0,25.42,4,,,,,,,,
12/24/2016,97440,Yanaki,12,345,0.1875,195.36,7,,,,,,,,
12/11/2016,97204,Majestic Beaut,12,395.4,0.1875,245.4,6,,,,,,,,
10/31/2016,97229,Bellen,1,24.95,0,14.67,7,,,,,,,,
10/2/2016,97222,Carlota,1,27.95,0,12.46,6,,,,,,,,
10/5/2016,97440,Yanaki,6,172.5,0.1,93.84,6,,,,,,,,
12/21/2016,97222,Bellen,1,24.95,0,13.13,6,,,,,,,,
10/28/2016,97229,Carlota,1,27.95,0,12.11,1,,,,,,,,
10/26/2016,97440,Aspen,1,27.95,0,11.37,3,,,,,,,,
12/20/2016,97204,Yanaki,1,28.75,0,16.4,7,,,,,,,,
10/23/2016,97401,Aspen,1,27.95,0,11.81,3,,,,,,,,
10/1/2016,97204,Yanaki,1,28.75,0,16.38,6,,,,,,,,
12/11/2016,97204,Bellen,1,24.95,0,14.28,6,,,,,,,,
12/5/2016,97440,Quad,1,43.96,0,23.46,2,,,,,,,,
12/18/2016,97440,Bellen,1,24.95,0,15.32,7,,,,,,,,
12/9/2016,97229,Carlota,1,27.95,0,13.29,1,,,,,,,,
11/9/2016,97204,Fun Fly,6,29.7,0.1,25.26,2,,,,,,,,
10/4/2016,97222,Fun Fly,1,4.95,0,4.68,7,,,,,,,,
10/7/2016,97204,Yanaki,14,402.5,0.1875,212.24,8,,,,,,,,
11/6/2016,97283,Bellen,1,24.95,0,15,3,,,,,,,,
11/14/2016,97283,Bellen,1,24.95,0,13.41,6,,,,,,,,
12/12/2016,97401,Carlota,1,27.95,0,11.7,4,,,,,,,,
11/20/2016,97204,Yanaki,1,28.75,0,15.66,4,,,,,,,,
10/12/2016,97401,Bellen,6,149.7,0.1,79.62,6,,,,,,,,
12/6/2016,97204,Quad,1,43.96,0,21.82,4,,,,,,,,
11/1/2016,97204,Bellen,1,24.95,0,13.24,6,,,,,,,,
11/26/2016,97204,Carlota,1,27.95,0,12.7,6,,,,,,,,
12/4/2016,97401,Carlota,1,27.95,0,14.01,4,,,,,,,,
12/12/2016,97440,Quad,6,263.76,0.1,132.36,7,,,,,,,,
10/16/2016,97204,Bellen,1,24.95,0,13.82,8,,,,,,,,
11/11/2016,97229,Quad,1,43.96,0,22.44,3,,,,,,,,
10/18/2016,97440,Quad,12,527.52,0.1875,270.96,6,,,,,,,,
10/17/2016,97440,Carlota,1,27.95,0,13.82,3,,,,,,,,
10/28/2016,97401,Bellen,1,24.95,0,14.14,7,,,,,,,,
12/3/2016,97229,Quad,1,43.96,0,22.83,3,,,,,,,,
12/14/2016,97204,Carlota,1,27.95,0,13.9,4,,,,,,,,
12/24/2016,97401,Bellen,12,299.4,0.1875,171.12,6,,,,,,,,
11/7/2016,97440,Bellen,8,199.6,0.1,112,5,,,,,,,,
11/2/2016,97204,Quad,1,43.96,0,22.67,3,,,,,,,,
12/16/2016,97440,Carlota,1,27.95,0,11.96,6,,,,,,,,
10/1/2016,97204,Yanaki,1,28.75,0,16.43,7,,,,,,,,
11/14/2016,97283,Quad,2,87.92,0,43.94,1,,,,,,,,
12/6/2016,97440,Bellen,1,24.95,0,14.75,1,,,,,,,,
10/21/2016,97283,Quad,1,43.96,0,23.63,1,,,,,,,,
11/25/2016,97440,Yanaki,1,28.75,0,16.63,7,,,,,,,,
11/28/2016,97204,Quad,7,307.72,0.1,152.81,5,,,,,,,,
12/8/2016,97283,Carlota,6,167.7,0.1,79.14,4,,,,,,,,
10/8/2016,97440,Quad,1,43.96,0,23.2,1,,,,,,,,
12/8/2016,97401,Quad,6,263.76,0.1,136.44,3,,,,,,,,
10/2/2016,97401,Carlota,1,27.95,0,12.88,7,,,,,,,,
10/24/2016,97440,Majestic Beaut,1,32.95,0,19.34,4,,,,,,,,
10/2/2016,97204,Carlota,14,391.3,0.1875,169.12,7,,,,,,,,
12/14/2016,97204,Bellen,8,199.6,0.1,117.12,6,,,,,,,,
12/5/2016,97204,Yanaki,1,28.75,0,16.3,6,,,,,,,,
12/9/2016,97440,Quad,1,43.96,0,23.98,4,,,,,,,,
12/15/2016,97222,Quad,1,43.96,0,23.95,5,,,,,,,,
11/2/2016,97204,Fun Fly,12,59.4,0.1875,44.4,4,,,,,,,,
10/11/2016,97401,Fun Fly,1,4.95,0,2.8,7,,,,,,,,
12/17/2016,97204,Quad,1,43.96,0,22.57,8,,,,,,,,
12/22/2016,97440,Fun Fly,1,4.95,0,2.56,6,,,,,,,,
10/13/2016,97401,Fun Fly,1,4.95,0,2.88,5,,,,,,,,
11/28/2016,97204,Carlota,6,167.7,0.1,75.72,6,,,,,,,,
10/18/2016,97229,Carlota,1,27.95,0,13.72,6,,,,,,,,
10/4/2016,97204,Bellen,3,74.85,0,44.01,2,,,,,,,,
11/17/2016,97204,Yanaki,1,28.75,0,15.27,5,,,,,,,,
11/2/2016,97204,Quad,10,439.6,0.1,228.1,7,,,,,,,,
11/11/2016,97222,Fun Fly,1,4.95,0,4.1,6,,,,,,,,
12/8/2016,97283,Carlota,8,223.6,0.1,111.68,6,,,,,,,,
10/4/2016,97229,Carlota,12,335.4,0.1875,157.2,6,,,,,,,,
12/21/2016,97401,Bellen,6,149.7,0.1,87.78,2,,,,,,,,
10/11/2016,97204,Quad,1,43.96,0,23.28,3,,,,,,,,
10/8/2016,97401,Carlota,6,167.7,0.1,68.76,5,,,,,,,,
10/23/2016,97283,Majestic Beaut,6,197.7,0.1,116.82,7,,,,,,,,
11/19/2016,97440,Bellen,6,149.7,0.1,82.5,6,,,,,,,,
10/12/2016,97222,Bellen,1,24.95,0,13.44,4,,,,,,,,
12/24/2016,97204,Quad,1,43.96,0,23.35,1,,,,,,,,
12/10/2016,97440,Majestic Beaut,1,32.95,0,20.94,4,,,,,,,,
11/22/2016,97440,Fun Fly,1,4.95,0,3.09,1,,,,,,,,
12/2/2016,97401,Carlota,1,27.95,0,12.74,5,,,,,,,,
10/13/2016,97440,Quad,1,43.96,0,22.04,4,,,,,,,,
11/1/2016,97440,Majestic Beaut,1,32.95,0,20.53,4,,,,,,,,
11/11/2016,97222,Bellen,1,24.95,0,13.31,4,,,,,,,,
11/14/2016,97401,Quad,1,43.96,0,22.76,4,,,,,,,,
12/19/2016,97204,Quad,12,527.52,0.1875,276.84,7,,,,,,,,
10/4/2016,97440,Majestic Beaut,6,197.7,0.1,119.64,5,,,,,,,,
12/10/2016,97440,Bellen,1,24.95,0,15.32,6,,,,,,,,
10/23/2016,97204,Yanaki,1,28.75,0,15.59,3,,,,,,,,
10/5/2016,97222,Quad,6,263.76,0.1,141.78,4,,,,,,,,
11/27/2016,97204,Yanaki,1,28.75,0,15.65,4,,,,,,,,
10/27/2016,97440,Yanaki,1,28.75,0,15.86,6,,,,,,,,
12/8/2016,97401,Quad,1,43.96,0,23.48,3,,,,,,,,
12/2/2016,97222,Bellen,1,24.95,0,14.25,2,,,,,,,,
11/18/2016,97204,Carlota,12,335.4,0.1875,144.96,5,,,,,,,,
10/29/2016,97440,Aspen,12,335.4,0.1875,131.4,6,,,,,,,,
11/3/2016,97440,Bellen,1,24.95,0,14.82,1,,,,,,,,
11/28/2016,97222,Aspen,1,27.95,0,12.16,6,,,,,,,,
11/13/2016,97401,Majestic Beaut,1,32.95,0,20.58,4,,,,,,,,
10/30/2016,97440,Quad,1,43.96,0,22.37,6,,,,,,,,
12/4/2016,97401,Fun Fly,12,59.4,0.1875,34.44,4,,,,,,,,
12/19/2016,97440,Carlota,1,27.95,0,11.69,3,,,,,,,,
10/13/2016,97204,Carlota,12,335.4,0.1875,150.36,1,,,,,,,,
11/21/2016,97401,Bellen,1,24.95,0,14.64,4,,,,,,,,
12/18/2016,97401,Bellen,6,149.7,0.1,83.52,3,,,,,,,,
12/20/2016,97204,Yanaki,2,57.5,0,32.58,6,,,,,,,,
11/29/2016,97222,Quad,1,43.96,0,22.74,1,,,,,,,,
10/15/2016,97204,Carlota,1,27.95,0,12.84,4,,,,,,,,
11/18/2016,97222,Bellen,1,24.95,0,12.73,4,,,,,,,,
12/19/2016,97222,Bellen,1,24.95,0,14.38,7,,,,,,,,
10/25/2016,97401,Quad,6,263.76,0.1,136.62,4,,,,,,,,
12/22/2016,97440,Bellen,10,249.5,0.1,136.2,1,,,,,,,,
11/17/2016,97440,Carlota,1,27.95,0,13.59,2,,,,,,,,
12/2/2016,97440,Yanaki,1,28.75,0,16.65,3,,,,,,,,
12/6/2016,97222,Carlota,1,27.95,0,11.51,5,,,,,,,,
11/16/2016,97440,Quad,1,43.96,0,22.58,3,,,,,,,,
11/7/2016,97440,Carlota,1,27.95,0,12.4,7,,,,,,,,
10/29/2016,97204,Majestic Beaut,12,395.4,0.1875,263.28,6,,,,,,,,
10/20/2016,97401,Quad,1,43.96,0,23.52,4,,,,,,,,
12/19/2016,97204,Carlota,1,27.95,0,13.73,4,,,,,,,,
11/20/2016,97229,Fun Fly,1,4.95,0,2.98,8,,,,,,,,
10/10/2016,97401,Fun Fly,1,4.95,0,3.09,1,,,,,,,,
10/19/2016,97204,Yanaki,1,28.75,0,14.42,7,,,,,,,,
12/2/2016,97204,Aspen,1,27.95,0,13.41,4,,,,,,,,
12/5/2016,97401,Carlota,1,27.95,0,13.73,3,,,,,,,,
10/5/2016,97283,Bellen,1,24.95,0,13.09,7,,,,,,,,
12/23/2016,97440,Quad,1,43.96,0,21.94,4,,,,,,,,
10/28/2016,97440,Carlota,1,27.95,0,14.13,6,,,,,,,,
12/20/2016,97204,Carlota,1,27.95,0,13.84,3,,,,,,,,
12/21/2016,97222,Yanaki,12,345,0.1875,197.28,7,,,,,,,,
12/22/2016,97204,Carlota,1,27.95,0,13.61,3,,,,,,,,
10/19/2016,97440,Quad,1,43.96,0,23.32,4,,,,,,,,
12/19/2016,97204,Yanaki,1,28.75,0,14.39,4,,,,,,,,
11/22/2016,97204,Yanaki,9,258.75,0.1,142.83,4,,,,,,,,
12/6/2016,97440,Quad,1,43.96,0,24.07,4,,,,,,,,
10/12/2016,97440,Carlota,1,27.95,0,14.08,6,,,,,,,,
12/14/2016,97204,Carlota,2,55.9,0,27.76,3,,,,,,,,
11/28/2016,97440,Carlota,1,27.95,0,13.88,7,,,,,,,,
12/15/2016,97440,Quad,14,615.44,0.1875,334.18,5,,,,,,,,
10/28/2016,97440,Yanaki,6,172.5,0.1,85.62,3,,,,,,,,
12/7/2016,97440,Fun Fly,1,4.95,0,4.93,4,,,,,,,,
12/17/2016,97222,Quad,1,43.96,0,21.46,7,,,,,,,,
12/6/2016,97222,Yanaki,12,345,0.1875,175.44,8,,,,,,,,
11/2/2016,97401,Carlota,1,27.95,0,11.95,1,,,,,,,,
10/13/2016,97204,Yanaki,1,28.75,0,14.58,3,,,,,,,,
12/13/2016,97204,Bellen,1,24.95,0,13.12,4,,,,,,,,
11/12/2016,97283,Aspen,1,27.95,0,12.03,6,,,,,,,,
10/11/2016,97204,Bellen,1,24.95,0,13.58,4,,,,,,,,
11/20/2016,97222,Bellen,1,24.95,0,14.98,6,,,,,,,,
11/10/2016,97229,Carlota,4,111.8,0.1,48.04,7,,,,,,,,
11/29/2016,97440,Quad,1,43.96,0,21.94,5,,,,,,,,
11/12/2016,97204,Quad,1,43.96,0,23.6,7,,,,,,,,
11/4/2016,97222,Quad,1,43.96,0,22.85,4,,,,,,,,
11/27/2016,97440,Quad,1,43.96,0,23.81,1,,,,,,,,
12/6/2016,97204,Carlota,6,167.7,0.1,80.52,6,,,,,,,,
10/10/2016,97204,Quad,1,43.96,0,22.5,4,,,,,,,,
11/20/2016,97204,Carlota,1,27.95,0,12.99,6,,,,,,,,
11/11/2016,97222,Carlota,1,27.95,0,11.96,4,,,,,,,,
10/16/2016,97222,Bellen,1,24.95,0,14.4,6,,,,,,,,
12/8/2016,97204,Carlota,1,27.95,0,12.26,6,,,,,,,,
10/22/2016,97440,Carlota,2,55.9,0,25.58,7,,,,,,,,
11/4/2016,97222,Quad,1,43.96,0,23.48,6,,,,,,,,
10/28/2016,97401,Fun Fly,1,4.95,0,2.93,2,,,,,,,,
12/12/2016,97440,Quad,1,43.96,0,23.52,3,,,,,,,,
11/4/2016,97229,Bellen,1,24.95,0,15.19,3,,,,,,,,
11/15/2016,97204,Carlota,1,27.95,0,11.94,7,,,,,,,,
12/19/2016,97204,Bellen,1,24.95,0,13.39,6,,,,,,,,
10/9/2016,97204,Quad,12,527.52,0.1875,275.04,3,,,,,,,,
12/16/2016,97204,Fun Fly,1,4.95,0,3.04,4,,,,,,,,
11/17/2016,97222,Carlota,1,27.95,0,11.63,3,,,,,,,,
10/8/2016,97204,Carlota,1,27.95,0,14.03,5,,,,,,,,
11/27/2016,97440,Bellen,1,24.95,0,13.13,7,,,,,,,,
10/20/2016,97229,Aspen,1,27.95,0,12.81,4,,,,,,,,
11/5/2016,97229,Quad,1,43.96,0,23.92,5,,,,,,,,
10/8/2016,97222,Fun Fly,12,59.4,0.1875,54.36,4,,,,,,,,
11/13/2016,97222,Carlota,1,27.95,0,11.99,6,,,,,,,,
12/19/2016,97401,Quad,6,263.76,0.1,137.46,6,,,,,,,,
10/9/2016,97204,Bellen,1,24.95,0,14.95,6,,,,,,,,
11/19/2016,97401,Bellen,6,149.7,0.1,85.8,6,,,,,,,,
10/2/2016,97229,Quad,1,43.96,0,22.25,1,,,,,,,,
11/8/2016,97204,Carlota,1,27.95,0,11.73,2,,,,,,,,
11/15/2016,97401,Bellen,1,24.95,0,14.56,4,,,,,,,,
12/7/2016,97204,Quad,1,43.96,0,23.25,7,,,,,,,,
10/26/2016,97204,Carlota,1,27.95,0,13.2,4,,,,,,,,
11/30/2016,97440,Yanaki,1,28.75,0,14.93,6,,,,,,,,
10/3/2016,97283,Quad,1,43.96,0,23.91,4,,,,,,,,
12/19/2016,97229,Carlota,2,55.9,0,27.1,3,,,,,,,,
12/1/2016,97440,Carlota,7,195.65,0.1,98.49,7,,,,,,,,
11/4/2016,97440,Carlota,1,27.95,0,14.09,2,,,,,,,,
12/6/2016,97204,Yanaki,1,28.75,0,16.37,5,,,,,,,,
11/8/2016,97204,Aspen,12,335.4,0.1875,156.84,4,,,,,,,,
10/2/2016,97204,Quad,1,43.96,0,23.56,4,,,,,,,,
10/16/2016,97204,Quad,2,87.92,0,47.94,3,,,,,,,,
11/3/2016,97440,Yanaki,1,28.75,0,15.19,7,,,,,,,,
11/8/2016,97204,Quad,2,87.92,0,45.82,3,,,,,,,,
10/30/2016,97440,Yanaki,1,28.75,0,14.78,4,,,,,,,,
11/30/2016,97204,Aspen,6,167.7,0.1,67.62,7,,,,,,,,
11/17/2016,97204,Bellen,1,24.95,0,14.76,4,,,,,,,,
11/2/2016,97229,Fun Fly,6,29.7,0.1,17.22,2,,,,,,,,
10/24/2016,97204,Yanaki,6,172.5,0.1,96.06,4,,,,,,,,
10/24/2016,97204,Yanaki,1,28.75,0,15.02,6,,,,,,,,
10/31/2016,97229,Quad,1,43.96,0,22.62,5,,,,,,,,
12/19/2016,97229,Bellen,1,24.95,0,14.31,2,,,,,,,,
11/17/2016,97229,Quad,1,43.96,0,22.43,4,,,,,,,,
11/28/2016,97283,Quad,1,43.96,0,22.89,6,,,,,,,,
10/30/2016,97440,Carlota,4,111.8,0.1,47.6,6,,,,,,,,
10/26/2016,97204,Yanaki,1,28.75,0,14.61,4,,,,,,,,
12/19/2016,97440,Bellen,1,24.95,0,14.04,7,,,,,,,,
11/21/2016,97204,Bellen,12,299.4,0.1875,172.2,5,,,,,,,,
11/27/2016,97229,Quad,12,527.52,0.1875,257.88,1,,,,,,,,
10/21/2016,97440,Quad,1,43.96,0,22.87,6,,,,,,,,
12/19/2016,97401,Carlota,1,27.95,0,12.43,4,,,,,,,,
11/8/2016,97204,Carlota,1,27.95,0,13.96,2,,,,,,,,
11/26/2016,97401,Bellen,1,24.95,0,12.77,7,,,,,,,,
12/6/2016,97204,Quad,1,43.96,0,21.46,3,,,,,,,,
10/29/2016,97229,Bellen,1,24.95,0,14.33,6,,,,,,,,
11/25/2016,97401,Bellen,1,24.95,0,13.36,2,,,,,,,,
10/7/2016,97440,Quad,1,43.96,0,22.44,3,,,,,,,,
11/12/2016,97222,Fun Fly,1,4.95,0,3.06,1,,,,,,,,
10/26/2016,97204,Fun Fly,1,4.95,0,2.46,1,,,,,,,,
11/3/2016,97401,Carlota,11,307.45,0.1,134.64,6,,,,,,,,
10/22/2016,97204,Fun Fly,1,4.95,0,3.44,2,,,,,,,,
12/5/2016,97204,Carlota,1,27.95,0,13.12,4,,,,,,,,
10/24/2016,97204,Carlota,2,55.9,0,25.46,5,,,,,,,,
10/14/2016,97440,Quad,1,43.96,0,22.83,6,,,,,,,,
12/12/2016,97229,Yanaki,1,28.75,0,16.31,4,,,,,,,,
12/11/2016,97204,Fun Fly,1,4.95,0,4.59,4,,,,,,,,
12/17/2016,97440,Carlota,10,279.5,0.1,126.1,3,,,,,,,,
10/4/2016,97204,Fun Fly,6,29.7,0.1,19.68,1,,,,,,,,
11/27/2016,97440,Yanaki,1,28.75,0,14.44,7,,,,,,,,
11/8/2016,97222,Yanaki,1,28.75,0,14.13,7,,,,,,,,
10/25/2016,97204,Yanaki,2,57.5,0,29.26,1,,,,,,,,
12/5/2016,97401,Carlota,1,27.95,0,13.02,1,,,,,,,,
10/4/2016,97204,Fun Fly,1,4.95,0,3.41,6,,,,,,,,
10/29/2016,97204,Bellen,12,299.4,0.1875,163.32,6,,,,,,,,
12/5/2016,97204,Carlota,1,27.95,0,11.76,1,,,,,,,,
12/20/2016,97283,Quad,1,43.96,0,21.91,1,,,,,,,,
10/13/2016,97440,Carlota,10,279.5,0.1,130.5,8,,,,,,,,
11/25/2016,97440,Carlota,12,335.4,0.1875,149.52,1,,,,,,,,
10/15/2016,97222,Quad,2,87.92,0,43.08,7,,,,,,,,
10/19/2016,97440,Carlota,1,27.95,0,13.53,6,,,,,,,,
11/18/2016,97401,Fun Fly,2,9.9,0,5.78,4,,,,,,,,
11/28/2016,97204,Carlota,6,167.7,0.1,75.48,4,,,,,,,,
10/17/2016,97440,Bellen,1,24.95,0,13.16,7,,,,,,,,
10/18/2016,97204,Quad,6,263.76,0.1,136.26,1,,,,,,,,
10/2/2016,97204,Carlota,1,27.95,0,13.59,6,,,,,,,,
11/12/2016,97440,Quad,6,263.76,0.1,133.08,6,,,,,,,,
10/17/2016,97204,Quad,12,527.52,0.1875,278.04,5,,,,,,,,
12/22/2016,97204,Quad,1,43.96,0,21.91,4,,,,,,,,
11/4/2016,97283,Carlota,1,27.95,0,11.72,7,,,,,,,,
10/28/2016,97204,Yanaki,6,172.5,0.1,89.28,4,,,,,,,,
11/27/2016,97204,Quad,1,43.96,0,22.2,7,,,,,,,,
12/6/2016,97204,Quad,1,43.96,0,23.81,8,,,,,,,,
11/26/2016,97229,Quad,1,43.96,0,22.03,3,,,,,,,,
12/23/2016,97283,Quad,12,527.52,0.1875,263.76,8,,,,,,,,
11/23/2016,97204,Aspen,12,335.4,0.1875,135.48,7,,,,,,,,
11/30/2016,97229,Quad,1,43.96,0,23.03,5,,,,,,,,
10/6/2016,97204,Yanaki,12,345,0.1875,191.04,3,,,,,,,,
10/27/2016,97440,Majestic Beaut,1,32.95,0,21.53,4,,,,,,,,
10/26/2016,97222,Bellen,6,149.7,0.1,82.68,6,,,,,,,,
12/4/2016,97222,Quad,1,43.96,0,22.92,4,,,,,,,,
10/6/2016,97401,Quad,6,263.76,0.1,138.6,6,,,,,,,,
11/8/2016,97204,Carlota,6,167.7,0.1,81.48,3,,,,,,,,
12/5/2016,97204,Bellen,1,24.95,0,14.41,3,,,,,,,,
10/31/2016,97204,Carlota,9,251.55,0.1,117.72,3,,,,,,,,
11/14/2016,97401,Quad,4,175.84,0.1,95.4,4,,,,,,,,
11/19/2016,97204,Bellen,1,24.95,0,15.41,8,,,,,,,,
10/13/2016,97204,Quad,1,43.96,0,23.6,5,,,,,,,,
12/15/2016,97204,Bellen,1,24.95,0,12.87,4,,,,,,,,
12/16/2016,97283,Quad,1,43.96,0,22.04,3,,,,,,,,
10/2/2016,97401,Yanaki,1,28.75,0,15.48,4,,,,,,,,
12/22/2016,97440,Yanaki,1,28.75,0,15.97,4,,,,,,,,
11/17/2016,97222,Quad,3,131.88,0,67.95,7,,,,,,,,
11/7/2016,97222,Bellen,6,149.7,0.1,88.68,5,,,,,,,,
10/12/2016,97229,Quad,12,527.52,0.1875,277.2,7,,,,,,,,
12/14/2016,97283,Aspen,1,27.95,0,12.96,1,,,,,,,,
12/17/2016,97222,Quad,1,43.96,0,21.71,5,,,,,,,,
11/21/2016,97283,Carlota,6,167.7,0.1,71.88,3,,,,,,,,
12/15/2016,97204,Majestic Beaut,1,32.95,0,21.58,2,,,,,,,,
12/12/2016,97440,Carlota,1,27.95,0,12.48,6,,,,,,,,
10/24/2016,97204,Bellen,12,299.4,0.1875,177.24,6,,,,,,,,
12/5/2016,97401,Quad,6,263.76,0.1,140.64,5,,,,,,,,
12/8/2016,97283,Quad,1,43.96,0,23.65,1,,,,,,,,
10/13/2016,97229,Carlota,2,55.9,0,24.86,6,,,,,,,,
12/19/2016,97204,Carlota,1,27.95,0,12.67,6,,,,,,,,
10/11/2016,97229,Majestic Beaut,1,32.95,0,20.62,4,,,,,,,,
10/12/2016,97440,Yanaki,1,28.75,0,15.21,7,,,,,,,,
12/23/2016,97440,Carlota,1,27.95,0,12.61,6,,,,,,,,
11/7/2016,97440,Quad,12,527.52,0.1875,259.44,3,,,,,,,,
10/2/2016,97401,Majestic Beaut,1,32.95,0,20.66,8,,,,,,,,
10/15/2016,97229,Quad,1,43.96,0,22.11,3,,,,,,,,
10/29/2016,97440,Bellen,1,24.95,0,13.71,3,,,,,,,,
10/13/2016,97440,Bellen,12,299.4,0.1875,160.44,5,,,,,,,,
11/18/2016,97283,Yanaki,1,28.75,0,14.9,6,,,,,,,,
10/25/2016,97204,Aspen,12,335.4,0.1875,160.44,4,,,,,,,,
10/21/2016,97204,Bellen,6,149.7,0.1,90.96,5,,,,,,,,
11/28/2016,97204,Quad,1,43.96,0,22.26,7,,,,,,,,
10/28/2016,97204,Fun Fly,1,4.95,0,2.91,5,,,,,,,,
11/29/2016,97204,Bellen,1,24.95,0,12.99,6,,,,,,,,
10/15/2016,97440,Carlota,1,27.95,0,14.02,3,,,,,,,,
10/22/2016,97204,Quad,1,43.96,0,22.43,2,,,,,,,,
10/4/2016,97204,Carlota,1,27.95,0,11.55,2,,,,,,,,
11/20/2016,97204,Quad,2,87.92,0,42.84,5,,,,,,,,
12/19/2016,97283,Bellen,1,24.95,0,12.84,3,,,,,,,,
10/6/2016,97401,Fun Fly,1,4.95,0,5.02,5,,,,,,,,
11/26/2016,97204,Quad,1,43.96,0,22.26,7,,,,,,,,
10/23/2016,97204,Quad,1,43.96,0,23.06,7,,,,,,,,
10/30/2016,97401,Quad,1,43.96,0,23.91,6,,,,,,,,
12/5/2016,97204,Bellen,1,24.95,0,14.58,1,,,,,,,,
12/15/2016,97401,Carlota,6,167.7,0.1,75,5,,,,,,,,
10/26/2016,97229,Yanaki,1,28.75,0,16.23,1,,,,,,,,
12/4/2016,97401,Fun Fly,1,4.95,0,4.92,4,,,,,,,,
10/18/2016,97283,Bellen,12,299.4,0.1875,174.36,7,,,,,,,,
12/11/2016,97229,Fun Fly,12,59.4,0.1875,49.68,4,,,,,,,,
12/2/2016,97440,Carlota,2,55.9,0,25.54,6,,,,,,,,
11/28/2016,97401,Quad,1,43.96,0,22.94,4,,,,,,,,
12/23/2016,97204,Carlota,1,27.95,0,12.02,7,,,,,,,,
10/1/2016,97222,Carlota,1,27.95,0,12.38,3,,,,,,,,
10/2/2016,97401,Quad,1,43.96,0,22.31,4,,,,,,,,
10/10/2016,97222,Bellen,1,24.95,0,13.02,2,,,,,,,,
11/25/2016,97229,Quad,1,43.96,0,23,4,,,,,,,,
11/24/2016,97440,Quad,1,43.96,0,21.43,4,,,,,,,,
10/29/2016,97204,Bellen,1,24.95,0,14.61,3,,,,,,,,
12/18/2016,97401,Carlota,1,27.95,0,13.83,8,,,,,,,,
10/21/2016,97204,Carlota,1,27.95,0,11.55,7,,,,,,,,
12/5/2016,97204,Fun Fly,1,4.95,0,2.64,8,,,,,,,,
11/26/2016,97229,Yanaki,1,28.75,0,14.95,5,,,,,,,,
11/22/2016,97440,Carlota,2,55.9,0,24.48,6,,,,,,,,
10/31/2016,97440,Carlota,1,27.95,0,11.97,4,,,,,,,,
10/16/2016,97204,Quad,1,43.96,0,22.78,8,,,,,,,,
12/19/2016,97401,Yanaki,1,28.75,0,16.63,7,,,,,,,,
10/14/2016,97222,Bellen,1,24.95,0,13.79,1,,,,,,,,
11/4/2016,97440,Bellen,1,24.95,0,14.68,8,,,,,,,,
12/23/2016,97204,Aspen,1,27.95,0,12.17,8,,,,,,,,
10/27/2016,97204,Carlota,1,27.95,0,13.78,6,,,,,,,,
11/19/2016,97229,Carlota,1,27.95,0,11.54,4,,,,,,,,
12/4/2016,97440,Majestic Beaut,3,98.85,0,63.66,7,,,,,,,,
12/14/2016,97440,Bellen,1,24.95,0,13.9,4,,,,,,,,
12/11/2016,97440,Fun Fly,12,59.4,0.1875,33.12,7,,,,,,,,
11/29/2016,97229,Yanaki,6,172.5,0.1,94.8,6,,,,,,,,
11/15/2016,97229,Fun Fly,1,4.95,0,2.79,6,,,,,,,,
11/24/2016,97229,Bellen,1,24.95,0,14.02,7,,,,,,,,
11/17/2016,97401,Yanaki,1,28.75,0,15.51,4,,,,,,,,
12/11/2016,97229,Carlota,6,167.7,0.1,79.68,5,,,,,,,,
10/23/2016,97222,Bellen,12,299.4,0.1875,174.6,4,,,,,,,,
12/14/2016,97222,Carlota,1,27.95,0,12.08,3,,,,,,,,
11/21/2016,97440,Yanaki,1,28.75,0,14.35,4,,,,,,,,
12/9/2016,97229,Bellen,1,24.95,0,12.76,1,,,,,,,,
10/1/2016,97204,Carlota,1,27.95,0,11.87,7,,,,,,,,
10/29/2016,97204,Majestic Beaut,1,32.95,0,20.77,4,,,,,,,,
11/20/2016,97440,Carlota,1,27.95,0,12.38,3,,,,,,,,
10/16/2016,97229,Bellen,12,299.4,0.1875,174.6,2,,,,,,,,
11/18/2016,97440,Bellen,1,24.95,0,15.02,4,,,,,,,,
10/26/2016,97204,Majestic Beaut,1,32.95,0,21.37,6,,,,,,,,
10/18/2016,97204,Majestic Beaut,1,32.95,0,21.53,1,,,,,,,,
11/19/2016,97204,Quad,6,263.76,0.1,141.3,7,,,,,,,,
11/26/2016,97440,Majestic Beaut,1,32.95,0,19.56,3,,,,,,,,
12/8/2016,97401,Carlota,12,335.4,0.1875,159.36,3,,,,,,,,
